Edad,Genero,NivelEducativo,RamaPrincipal,AñosExperiencia,AñosExperienciaPro,HaTrabajadoCon,PuntajesTecnologias,HabilidadesComputacionales,SalarioAnterior,Puntaje,Contratacion
37,Hombre,Técnico,Soporte,12,3,Angular,10,2.7,1643673.6,1.2419042117396348,0
37,Hombre,Técnico,Desarrollo,14,4,AWS|Java|Node.js,14,3.4,2094345.6000000003,2.213545151769707,1
37,Mujer,Técnico,Infraestructura,11,8,Kubernetes|Java|Node.js|SQL,24,5.5,2053102.2240000002,2.340517551377197,1
28,Hombre,Universitario,Infraestructura,10,5,Python,1,2.0,1568250.0,1.5725511756272483,0
35,Hombre,Universitario,Desarrollo,10,10,Docker|Java|Node.js|AWS,19,6.2,3782249.9999999995,3.971408267339271,1
26,Mujer,Técnico,Análisis de Datos,4,0,Python|Kubernetes,8,1.9,706826.8800000001,0.8376539249575151,0
31,Mujer,Universitario,Infraestructura,8,8,Angular|SQL|Docker,5,3.3,1546183.8,1.4139765404432991,0
30,Mujer,Técnico,Soporte,10,6,React|Angular|Java,11,3.3,1323145.44,1.0214335855913423,0
34,Hombre,Universitario,Desarrollo,12,3,AWS|JavaScript|Docker|Python,22,5.3,3503040.0,4.15365315678225,1
31,Hombre,Universitario,Infraestructura,8,8,Angular|Kubernetes,16,5.3,3065160.0,2.9176225170860555,1
22,No Binario,Universitario,Desarrollo,4,4,SQL,4,2.3,1012831.2,1.0787900141560598,0
21,Mujer,Universitario,Soporte,3,3,R,2,1.8,805416.2999999998,0.595735680774583,0
34,Hombre,Técnico,Infraestructura,12,4,Docker|AWS,7,2.5,1530316.8,1.5215729652333554,0
32,Hombre,Universitario,Ciberseguridad,12,3,AWS,1,1.6,1436640.0,1.3672121380280038,0
31,Hombre,Universitario,Desarrollo,12,1,React,6,2.1,1692480.0,1.7823165797795044,1
38,Mujer,Universitario,Desarrollo,13,11,React|Kubernetes,8,4.5,2311194.6,2.297073609058082,1
30,Hombre,Universitario,Desarrollo,6,6,SQL|C++,13,4.3,2414490.0,2.2887554897289126,1
42,Hombre,Técnico,Desarrollo,15,8,JavaScript,4,2.7,1797768.0,1.6667891685125051,0
43,Hombre,Universitario,Ciberseguridad,9,4,Angular|Node.js|JavaScript|Kubernetes,25,6.0,3549165.0,4.573682615448371,1
22,Mujer,Universitario,Infraestructura,4,4,C++|Docker|AWS|Kubernetes,23,5.6,2036437.2,3.030128259933439,1
32,Mujer,Técnico,Ciberseguridad,6,3,Angular,10,2.7,974903.904,1.2295007569437533,0
33,Hombre,Técnico,Infraestructura,10,4,R|Java|Node.js,12,3.1,1729872.0000000002,1.6183585665621085,0
18,Mujer,Técnico,Desarrollo,0,0,R|AWS|Python,24,4.1,1048747.2000000002,1.628189277046197,0
22,No Binario,Magister,Desarrollo,4,4,AWS|Node.js|SQL,18,5.2,2267879.9039999996,2.8856697702916176,1
38,Hombre,Universitario,Desarrollo,12,12,Kubernetes|JavaScript|C++|Docker,18,6.4,4172160.0,4.292953353208055,1
45,Hombre,Técnico,Soporte,13,7,Docker|SQL|Java|R,32,6.4,3435537.6,2.6098561362018624,1
39,Hombre,Técnico,Ciberseguridad,14,3,Java|React|Angular|JavaScript,23,4.5,2616259.2000000007,2.939180963724664,1
33,Mujer,Universitario,Desarrollo,9,5,C++|SQL,9,3.4,1627443.75,1.6107917234274598,0
34,Hombre,Universitario,Desarrollo,11,3,Kubernetes|AWS|JavaScript|R,26,6.0,3774870.0,4.489258525080771,1
43,Hombre,Técnico,Soporte,11,8,Python,7,3.1,1775332.8000000003,1.5174661953983024,0
42,Mujer,Técnico,Soporte,15,10,Angular|SQL|R|Java,20,5.3,2237566.8,1.6620905760369955,0
32,Hombre,Magister,Ciberseguridad,14,7,Node.js|React|Java|C++,25,7.2,5864000.400000001,5.107684761223502,1
22,Mujer,Técnico,Infraestructura,4,4,R|SQL,3,1.9,699931.008,0.7970488443437937,0
24,Hombre,Técnico,Desarrollo,4,1,Python|SQL|React|Angular,18,3.5,1497254.4,1.5822420623825675,0
41,Hombre,Doctorado,Análisis de Datos,18,10,Kubernetes|Docker|C++|Python,21,7.7,8500448.000000002,6.4808676196368316,1
31,Mujer,Universitario,Soporte,6,6,Java,3,2.6,1178942.7,1.034796349224928,0
32,Mujer,Técnico,Desarrollo,11,7,SQL|Angular|Docker,20,4.8,1821515.8559999997,1.9864043687419983,1
26,Hombre,Técnico,Soporte,6,4,Angular,4,2.0,1089878.4000000001,0.911391291969964,0
28,Mujer,Técnico,Soporte,6,6,R|Java|Docker,17,4.2,1370841.8879999998,1.3884573801466882,0
30,Mujer,Técnico,Desarrollo,8,2,Python|JavaScript,12,2.8,1082077.2480000001,1.3123159267129194,0
36,Hombre,Magister,Infraestructura,10,0,Docker|JavaScript|React,23,5.2,3907710.0000000005,4.032013481167806,1
28,No Binario,Universitario,Desarrollo,9,4,React|Docker|Node.js,16,4.4,2005010.7,2.3554049593660507,1
29,Hombre,Universitario,Desarrollo,9,2,SQL|Angular|Docker|JavaScript,18,4.4,2710920.0,2.4022983360211922,1
31,Hombre,Magister,Soporte,13,3,Kubernetes|React|Python,23,5.9,4780690.200000001,4.538998478616985,1
41,Hombre,Universitario,Desarrollo,12,4,Java|React|Python,13,3.9,2735520.0000000005,2.5106120293633665,1
33,Mujer,Técnico,Soporte,9,5,AWS|Docker,11,3.2,1229045.5200000003,1.501333706151761,0
35,Mujer,Universitario,Análisis de Datos,12,5,AWS|Java,9,3.4,1795800.0,1.978898261916348,1
30,Hombre,Magister,Desarrollo,12,0,SQL,2,1.2,1440576.0,1.4474215611071608,0
20,Hombre,Universitario,Infraestructura,2,2,R|Angular|AWS,21,4.9,2259510.0000000005,2.508170574813027,1
32,Hombre,Técnico,Soporte,9,6,SQL,10,3.2,1695038.4,1.3789351911140835,0
30,Hombre,Universitario,Soporte,11,9,Kubernetes|Angular|JavaScript,17,5.6,3603285.0,3.0605389138016585,1
33,Mujer,Universitario,Soporte,10,5,Angular|Java,17,4.8,2222302.5,1.809657769376338,1
48,Mujer,Magister,Desarrollo,15,10,React,2,3.5,2394699.3,1.985543672398479,1
38,Hombre,Técnico,Infraestructura,8,5,Kubernetes|AWS,16,3.9,1901088.0000000002,2.2847276963222227,1
43,No Binario,Universitario,Infraestructura,13,7,Angular|SQL|Node.js,26,6.8,3289007.6999999993,2.5006638720288965,1
37,Hombre,Magister,Análisis de Datos,15,2,JavaScript|Kubernetes|React,18,4.7,4189626.0000000005,4.5377313628472855,1
26,No Binario,Universitario,Desarrollo,8,8,Java|Python|Node.js,17,5.4,2300419.8,2.487696816262444,1
33,Mujer,Universitario,Soporte,10,10,AWS|Docker|R,11,4.8,2222302.5,1.8346580119108011,1
43,Hombre,Técnico,Desarrollo,12,12,Java|JavaScript|C++,20,5.6,2953574.4,2.800897785801982,1
44,Hombre,Técnico,Análisis de Datos,15,3,Kubernetes|C++,16,3.5,2211048.0,2.336858587856364,1
29,Mujer,Técnico,Ciberseguridad,8,8,Kubernetes|React,13,4.0,1411929.7920000001,1.973709406274113,1
36,Hombre,Magister,Infraestructura,14,0,R,6,2.0,2082636.0000000005,1.5643194242735892,0
27,Hombre,Técnico,Ciberseguridad,8,0,JavaScript|Node.js|Java|Python,21,3.7,1845984.0,2.4273039766392692,1
39,Hombre,Universitario,Desarrollo,11,8,AWS|SQL|Node.js|Java,27,7.2,4442145.0,4.309654885692023,1
42,Hombre,Universitario,Desarrollo,11,5,React|Kubernetes|AWS|Java,32,7.4,4575600.0,6.555565757115592,1
35,Hombre,Técnico,Desarrollo,11,0,Python|JavaScript|C++,16,3.0,1738728.0000000002,1.7948319434180662,1
28,Mujer,Universitario,Desarrollo,7,6,Node.js|Java,15,4.7,1951585.65,2.091129333868801,1
33,Mujer,Universitario,Desarrollo,9,9,SQL|Java,8,4.1,1874815.2,1.7559177541030333,1
37,Hombre,Magister,Soporte,12,6,Java|JavaScript,13,4.7,3804537.6000000006,2.5657848053662695,1
32,Mujer,Universitario,Ciberseguridad,12,10,Node.js|JavaScript|Angular|Python,24,7.1,3304272.0,3.4902957298858013,1
35,Hombre,Universitario,Desarrollo,13,3,R|Python|C++|JavaScript,24,5.6,3815460.0000000005,3.485913103807267,1
31,Mujer,Técnico,Soporte,10,10,Angular,10,3.9,1486922.4000000001,1.1749237407263025,0
36,Mujer,Magister,Ciberseguridad,13,4,Docker,7,3.1,2042740.458,2.417137701556806,1
38,Hombre,Técnico,Análisis de Datos,11,10,SQL,7,3.5,1921752.0,1.9235577277606966,1
27,Mujer,Universitario,Ciberseguridad,9,0,JavaScript,10,2.5,1301955.0,1.377286157996147,0
29,Hombre,Técnico,Desarrollo,7,6,Angular|Python|JavaScript,15,3.9,1843819.2000000002,2.229300177119876,1
33,Hombre,Magister,Infraestructura,9,6,React,10,4.1,3094729.2,2.6385268197620904,1
35,Mujer,Universitario,Ciberseguridad,11,7,React|C++,17,5.2,2463388.65,2.598095892793703,1
35,Hombre,Universitario,Desarrollo,9,4,Angular|AWS,9,3.2,2122365.0,1.9093138784425578,1
31,Hombre,Técnico,Desarrollo,12,7,JavaScript,9,3.2,1882982.4,2.019281407709822,1
36,Hombre,Universitario,Desarrollo,13,5,Node.js|SQL,10,3.6,2638350.0,2.2121114088589002,1
30,Mujer,Universitario,Desarrollo,8,3,AWS|Java|Kubernetes,23,5.4,2300419.8,3.126722002581374,1
39,Hombre,Universitario,Infraestructura,14,11,Kubernetes|React,13,5.4,3784710.000000001,3.430750292815432,1
36,Hombre,Técnico,Infraestructura,9,6,JavaScript,9,3.1,1637966.4000000001,1.7435696277195236,1
30,Mujer,Magister,Desarrollo,12,0,Kubernetes,6,2.0,1430893.4400000002,1.4775876269258015,0
33,Mujer,Universitario,Ciberseguridad,7,3,Node.js|C++,20,4.9,2036437.2000000002,2.4640065573283856,1
41,Hombre,Técnico,Infraestructura,12,11,Java|Kubernetes|Python,17,5.0,2689075.1999999997,2.8331719944105744,1
32,Hombre,Universitario,Desarrollo,9,2,C++,2,1.6,1284120.0,1.1913174490326213,0
37,Hombre,Universitario,Desarrollo,12,8,AWS|React|Java|Docker,32,8.0,5077440.0,6.148834472022902,1
34,Hombre,Universitario,Desarrollo,11,3,Java,5,2.3,1773044.9999999998,1.66989069311796,0
37,Hombre,Técnico,Desarrollo,14,0,R|Node.js|C++,17,3.2,1973904.0000000005,1.8875273934176457,1
28,Mujer,Universitario,Desarrollo,5,5,R|JavaScript,9,3.4,1402968.75,1.5661484557249328,0
32,Mujer,Universitario,Desarrollo,11,4,JavaScript|Docker|Node.js,23,5.6,2630398.0500000003,3.087835970533203,1
40,Hombre,Universitario,Ciberseguridad,10,10,Docker|AWS,11,4.8,3044250.0,3.5135737468421464,1
30,Hombre,Universitario,Infraestructura,8,8,Kubernetes|Python|JavaScript,28,7.3,4098360.0,5.741889797586702,1
25,Mujer,Universitario,Desarrollo,7,7,Docker|JavaScript|R,14,4.7,1963707.3,2.065470865419521,1
28,Hombre,Universitario,Desarrollo,7,7,Docker|React|SQL,20,5.7,3188160.0,3.907689894914069,1
24,No Binario,Técnico,Ciberseguridad,6,6,C++|Kubernetes|R|SQL,17,4.2,1370841.8879999998,1.9885760116787423,1
37,Hombre,Magister,Soporte,13,0,C++|JavaScript|Docker|AWS,29,6.4,5102163.000000001,4.636812608832221,1
27,Hombre,Universitario,Soporte,9,5,Python|Angular,7,3.1,2051024.9999999998,1.4819707222740002,0
30,Mujer,Técnico,Infraestructura,10,8,Angular|JavaScript|R|Docker,9,3.4,1340385.12,1.2962329518777718,0
38,Hombre,Técnico,Desarrollo,9,4,JavaScript,7,2.5,1386849.6,1.5349805647026387,0
34,Mujer,Universitario,Desarrollo,10,5,R|Node.js,11,3.8,1818247.5,1.8819873372658835,1
33,Hombre,Magister,Soporte,14,8,Node.js,1,2.8,2717463.6000000006,1.8957124067740512,1
35,Hombre,Técnico,Desarrollo,12,10,JavaScript|AWS,14,4.4,2424576.0,2.6929816341503745,1
32,Mujer,Universitario,Análisis de Datos,7,2,AWS|C++,14,3.7,1600057.7999999996,1.9721216781880804,1
33,Hombre,Técnico,Ciberseguridad,10,8,JavaScript|C++|R|Docker,21,5.1,2544624.0000000005,3.1114449126799903,1
30,Mujer,Universitario,Ciberseguridad,12,8,Node.js|React|Angular,17,5.4,2629051.1999999997,2.6598951371436526,1
46,Hombre,Doctorado,Desarrollo,16,2,Angular|R|AWS,20,5.5,5987836.800000001,4.22185757165829,1
39,Hombre,Universitario,Ciberseguridad,14,4,Angular|React|R|Docker,16,4.4,3220140.000000001,3.438332798970178,1
44,Mujer,Técnico,Infraestructura,10,6,Java|Docker|JavaScript,28,5.7,2055831.8399999999,2.3644946604536843,1
32,Hombre,Universitario,Desarrollo,7,7,SQL,4,3.0,1859760.0000000002,1.8527817332021506,1
34,Hombre,Técnico,Desarrollo,9,4,Docker|C++|Java|Python,20,4.3,2128785.6,2.097031166005331,1
28,Hombre,Universitario,Soporte,6,6,Node.js,9,3.6,2094690.0,1.8945388325248662,1
30,Hombre,Universitario,Infraestructura,7,7,JavaScript,9,3.8,2274885.0,2.132533583132369,1
44,Hombre,Universitario,Infraestructura,11,11,Angular|Python|Java|R,32,8.7,5261940.0,4.500380416237232,1
29,Mujer,Técnico,Desarrollo,9,6,Java|SQL|React,16,4.0,1487353.392,1.6664117145647326,0
41,Mujer,Magister,Soporte,14,0,JavaScript,6,2.0,1520324.2800000003,1.2822589444546495,0
25,Mujer,Universitario,Soporte,5,5,Docker|C++|SQL|Node.js,15,4.5,1739681.25,1.9632407740953424,1
26,Mujer,Técnico,Ciberseguridad,8,6,Kubernetes|SQL|Node.js|AWS,16,4.0,1436065.3439999998,2.1737676622387943,1
30,Mujer,Universitario,Infraestructura,6,2,Python,1,1.4,782070.9,0.6796971348978165,0
31,Mujer,Universitario,Infraestructura,9,8,JavaScript|R|Docker|AWS,18,5.6,2447675.4,2.769832350571837,1
39,Hombre,Universitario,Infraestructura,12,12,Docker|Node.js|Python|React,29,8.4,5254560.0,5.743018103076236,1
34,Mujer,Universitario,Desarrollo,13,6,Kubernetes|Angular,10,3.8,2014887.5999999996,2.0973051737154997,1
29,Mujer,Universitario,Soporte,5,0,Node.js|Java|Docker,14,3.2,1346850.0,1.311252700055392,0
34,Hombre,Técnico,Infraestructura,13,11,Java|SQL|R|Docker,21,5.6,3032884.8000000003,2.6006168593280137,1
33,Hombre,Universitario,Desarrollo,9,6,React,10,3.8,2425560.0,2.3978913803228226,1
30,Hombre,Universitario,Infraestructura,10,8,Angular|Kubernetes|Node.js|Docker,26,7.0,4206600.0,4.636117167384577,1
30,Hombre,Técnico,Soporte,6,6,Kubernetes|Java|Node.js|Python,26,5.4,2338377.6,2.4461108651465304,1
37,Mujer,Universitario,Desarrollo,12,7,SQL|Docker|React|R,20,5.7,2758348.8,2.858550675662519,1
25,Hombre,Magister,Desarrollo,6,6,SQL|AWS|Python,20,6.0,3829924.8,4.172456671481698,1
43,Hombre,Magister,Ciberseguridad,12,9,React,7,4.2,3492806.4,3.1425120447056023,1
28,No Binario,Universitario,Desarrollo,6,6,Java,1,2.2,1062215.6999999997,1.1982982815858076,0
31,Hombre,Técnico,Soporte,9,2,AWS|React|Python,7,2.1,1249876.8,1.033674514280987,0
38,Hombre,Universitario,Desarrollo,8,6,R|JavaScript|Node.js,15,4.7,2772420.0,2.7897325580274854,1
42,Hombre,Técnico,Soporte,10,9,AWS|R|Node.js,10,3.7,1966031.9999999998,1.5484312635547548,0
37,Mujer,Magister,Desarrollo,13,2,Angular,5,2.2,1612502.6940000001,1.4137815293225902,0
34,Mujer,Técnico,Desarrollo,9,1,C++|Node.js,10,2.4,987402.6719999999,0.922109508206128,0
40,Hombre,Técnico,Soporte,10,10,React|JavaScript|Angular,23,5.7,2804400.0,2.557512214341899,1
23,Mujer,Universitario,Infraestructura,4,4,JavaScript|AWS|Java,16,4.4,1659319.2,2.089728248154634,1
32,Hombre,Técnico,Desarrollo,11,6,Kubernetes,5,2.5,1506897.6,1.5084916514707398,0
27,Mujer,Universitario,Desarrollo,9,8,Python|Docker|R,22,6.3,2708066.4,3.266697240244156,1
38,Mujer,Universitario,Ciberseguridad,10,7,SQL|Python|Docker|Angular,21,5.9,2653294.5,3.033190873840004,1
30,Mujer,Técnico,Infraestructura,6,0,R|React|Node.js,11,2.3,877787.0399999999,1.0667840033125764,0
39,Hombre,Técnico,Análisis de Datos,11,6,React|JavaScript|Docker,11,3.3,1872945.5999999999,2.010677880022632,1
32,No Binario,Universitario,Análisis de Datos,8,8,Node.js,6,3.5,1609036.8,1.6236236112962814,0
27,Mujer,Técnico,Ciberseguridad,5,1,AWS|Docker,20,3.8,1210369.2,2.2000855919310367,1
32,Hombre,Universitario,Infraestructura,7,0,Java|React|SQL,18,3.9,2324700.0,2.143835638192616,1
38,Mujer,Universitario,Infraestructura,14,3,R|C++|Docker,16,4.2,2259116.4000000004,1.8529996176437966,1
31,Hombre,Universitario,Ciberseguridad,11,4,Kubernetes,3,2.2,1696785.0,1.6706867322651693,0
32,Mujer,Magister,Desarrollo,14,8,SQL|Node.js,5,3.6,2386725.948000001,2.045893064851691,1
31,Hombre,Magister,Desarrollo,11,11,SQL,10,5.2,4063132.8000000003,3.165447333294475,1
30,Mujer,Magister,Desarrollo,11,11,C++|React|JavaScript|Angular,15,6.2,3425362.7940000007,3.3784977300425627,1
34,Hombre,Técnico,Desarrollo,9,8,SQL|JavaScript|React,14,4.1,2060299.2000000002,2.2224802190452877,1
31,Hombre,Técnico,Desarrollo,10,0,R|C++|AWS|JavaScript,26,4.4,2273040.0,2.810484892927402,1
30,Hombre,Técnico,Infraestructura,6,0,Kubernetes|SQL|R,21,3.7,1714128.0,2.0963980559463433,1
36,Hombre,Magister,Soporte,14,8,C++|R|Angular,17,5.9,4925559.6000000015,2.9297608773245236,1
30,Hombre,Doctorado,Infraestructura,12,0,React|Kubernetes|Docker,24,5.8,5599616.000000001,4.849666362337214,1
30,Hombre,Magister,Desarrollo,12,8,Python|Angular,13,5.1,4116268.8000000003,3.4570855407769012,1
30,Hombre,Técnico,Desarrollo,8,7,React|Docker,5,2.7,1427193.6,1.4124086921601995,0
34,Hombre,Magister,Infraestructura,13,4,Angular|Docker,13,4.2,3601956.6,2.9166152699672474,1
39,Hombre,Universitario,Desarrollo,12,0,Angular|Kubernetes|React,11,2.7,2066400.0,2.043051773845489,1
39,Mujer,Técnico,Ciberseguridad,12,6,React|Angular|Python|Kubernetes,18,4.3,1733162.496,2.3215041906190566,1
31,Hombre,Universitario,Análisis de Datos,9,8,AWS|Docker,12,4.6,2817930.0,3.31938797518517,1
42,Mujer,Técnico,Desarrollo,9,3,C++|Java,6,2.1,920742.576,0.8238721066362651,0
26,Mujer,Universitario,Desarrollo,4,1,R|Node.js|AWS,14,3.5,1357624.8,1.5058931827481419,0
37,Mujer,Técnico,Infraestructura,14,7,Angular,1,2.1,1069722.144,0.7694038678462829,0
31,Hombre,Universitario,Análisis de Datos,8,0,R|SQL,11,2.7,1808100.0,1.5957479290185619,0
27,Mujer,Universitario,Soporte,6,6,Angular|Java|SQL,8,3.5,1470760.2,1.198895257784173,0
31,Hombre,Magister,Soporte,10,10,R|C++,10,5.0,3785940.0000000005,2.588274536801661,1
34,Hombre,Universitario,Desarrollo,7,0,Java,4,1.5,1162350.0,1.3449112947429425,0
37,Hombre,Universitario,Análisis de Datos,14,3,Python|C++,11,3.3,2571930.0000000005,2.0764893878938233,1
35,Mujer,Universitario,Desarrollo,10,5,Docker|Node.js|Kubernetes,18,5.0,2289645.0,3.0926983542815627,1
30,Hombre,Magister,Desarrollo,10,5,R|Angular|Python|C++,27,7.1,5125410.000000001,4.584211216520848,1
30,Hombre,Técnico,Soporte,12,2,SQL|Java,16,3.4,1945958.4,1.4726750571523677,0
25,No Binario,Universitario,Soporte,5,0,SQL,9,2.4,1066256.25,1.0012369891326252,0
31,Mujer,Técnico,Desarrollo,11,4,Angular|Kubernetes|Java,21,4.4,1705722.6719999998,2.070186097135132,1
33,Hombre,Técnico,Desarrollo,8,8,Node.js,6,3.0,1548422.4000000001,1.8581776751778625,1
30,Hombre,Universitario,Desarrollo,12,8,Python|Node.js|JavaScript|AWS,21,6.1,3995040.0000000005,4.50591281964134,1
33,Mujer,Universitario,Desarrollo,10,8,JavaScript|R|AWS,12,4.6,2128023.0,2.1459559829074983,1
46,Hombre,Técnico,Desarrollo,11,11,R,6,3.5,1933953.6,1.6097033539437355,0
32,Hombre,Universitario,Análisis de Datos,10,1,C++|JavaScript,9,2.6,1863450.0,1.9515107865803454,1
32,Hombre,Magister,Ciberseguridad,11,4,Kubernetes,2,2.1,1999537.2,2.03169627341955,1
34,Mujer,Magister,Soporte,9,5,Docker|JavaScript|C++,23,6.4,3273114.87,2.946338538831656,1
29,Mujer,Técnico,Soporte,7,0,AWS,6,1.6,717601.6799999999,0.8502778744555946,0
35,Mujer,Magister,Infraestructura,15,6,React|R|C++,20,6.0,3763637.64,2.935675864658628,1
28,Mujer,Técnico,Soporte,7,5,C++|Java|JavaScript|Angular,10,3.0,1105494.4800000002,0.9626910612783198,0
44,Hombre,Universitario,Infraestructura,14,1,SQL|Docker,10,2.8,2216460.0000000005,1.7317841209866205,0
36,Hombre,Técnico,Desarrollo,11,9,SQL|React|Python|Docker,23,5.5,2824670.4,3.1933846936111094,1
31,Hombre,Técnico,Infraestructura,6,6,Node.js|JavaScript|AWS,21,4.7,2082537.6,2.537641243614056,1
32,Hombre,Universitario,Infraestructura,12,7,Docker|Angular|C++|SQL,22,6.1,3975360.0,3.1708502465874524,1
32,Hombre,Universitario,Soporte,8,0,AWS|Docker,10,2.5,1722000.0,1.6788621929664171,0
38,Mujer,Técnico,Análisis de Datos,14,2,SQL|Python|React,14,3.1,1411642.464,1.5355600554891806,0
28,Hombre,Técnico,Infraestructura,5,5,Node.js,8,2.8,1303800.0,1.379930317723071,0
28,Mujer,Universitario,Soporte,9,3,Node.js,9,3.0,1471209.15,1.4117588738898772,0
32,Hombre,Técnico,Desarrollo,11,5,SQL|Kubernetes,7,2.6,1555704.0,1.6263204275563339,0
34,Hombre,Universitario,Soporte,13,1,SQL|Angular|AWS|JavaScript,26,5.5,3774869.9999999995,3.109559653869832,1
33,Hombre,Técnico,Desarrollo,10,6,Docker|R,15,3.9,2048688.0000000002,2.0713664523275646,1
27,Hombre,Técnico,Desarrollo,6,6,R,8,2.9,1417353.6,1.3655684943036417,0
30,Mujer,Técnico,Desarrollo,10,7,SQL|JavaScript|C++,14,3.9,1504162.0799999998,1.4559258134205468,0
34,Hombre,Universitario,Ciberseguridad,11,9,C++|Java|Docker,15,5.3,3412634.9999999995,3.1314001165069243,1
31,Hombre,Técnico,Desarrollo,12,9,Angular|R|Python,18,4.8,2600908.8,2.6829023445212545,1
38,Hombre,Técnico,Soporte,13,4,JavaScript|Docker|Angular,19,4.1,2357467.2,2.1891144141995404,1
39,Hombre,Doctorado,Desarrollo,12,5,AWS|R|JavaScript|Java,19,6.0,5772800.000000001,4.006820844851193,1
34,Hombre,Universitario,Soporte,8,8,Kubernetes|JavaScript|AWS,13,4.7,2806860.0,2.818393971862199,1
33,Mujer,Técnico,Soporte,7,7,React|Kubernetes|AWS|Docker,19,4.6,1547692.2719999999,2.1193347714042705,1
19,No Binario,Universitario,Desarrollo,1,1,Python,10,2.8,999362.7,1.17444229011564,0
32,Hombre,Magister,Desarrollo,13,6,Angular|Docker,10,4.1,3521588.4000000004,3.0379715105365777,1
37,Mujer,Técnico,Soporte,11,4,Python|R,10,2.9,1215828.432,0.9749302271727256,0
32,Hombre,Técnico,Ciberseguridad,8,4,Angular|SQL,17,3.8,1890067.2000000002,1.9735338616646552,1
31,Hombre,Universitario,Ciberseguridad,8,8,React|JavaScript|Angular,21,6.1,3495660.0000000005,3.882383730277306,1
46,Hombre,Universitario,Desarrollo,12,5,C++|Kubernetes,8,3.2,2361600.0,2.196421811094068,1
44,Hombre,Universitario,Infraestructura,11,10,React|Angular,11,4.8,3145725.0,2.4221761426377717,1
37,Hombre,Técnico,Análisis de Datos,8,8,AWS|Docker|Angular|Java,22,5.2,2430086.4,3.1674440733323643,1
40,Hombre,Técnico,Desarrollo,15,9,Java|Angular|React,21,5.2,3051383.9999999995,2.5597703750634135,1
23,Hombre,Universitario,Infraestructura,5,5,SQL|C++|JavaScript,11,3.8,2075625.0000000002,1.9228167558227567,1
31,Hombre,Técnico,Desarrollo,7,7,AWS|Java|R|React,19,4.6,2120126.4,2.6512658823710473,1
32,Hombre,Universitario,Soporte,10,2,Python|Node.js,12,3.3,2250900.0,2.011762236687969,1
28,No Binario,Universitario,Soporte,9,4,JavaScript|Docker,10,3.4,1614424.2,1.5302792678320556,0
32,Hombre,Técnico,Desarrollo,9,0,SQL|Java,10,2.2,1284120.0,1.2577723582401277,0
22,Hombre,Magister,Desarrollo,4,0,R,8,2.3,1664928.0,1.7238595024928753,0
36,Hombre,Universitario,Desarrollo,9,5,React|SQL|Java|JavaScript,21,5.5,3299475.0,3.5821046952707483,1
37,Hombre,Universitario,Infraestructura,11,7,Java|React|JavaScript,18,5.4,3469829.9999999995,2.8591197540129647,1
43,Hombre,Técnico,Infraestructura,11,8,Node.js,7,3.1,1775332.8000000003,1.600540011949113,0
31,Hombre,Técnico,Análisis de Datos,7,3,Docker|Angular|Node.js|JavaScript,22,4.4,2024481.6000000003,2.6212711132844495,1
30,Hombre,Universitario,Infraestructura,10,4,Node.js|C++,15,4.3,2749050.0,2.33413592900884,1
21,Hombre,Técnico,Desarrollo,3,3,SQL|Node.js,10,2.7,1181390.4,1.266196118182434,0
33,Hombre,Doctorado,Soporte,15,0,R|Java|Node.js|C++,28,6.7,6882260.000000002,3.3027090829048666,1
39,Hombre,Técnico,Infraestructura,9,6,SQL|Angular,17,4.2,2094542.4,1.723410706373722,0
31,Hombre,Universitario,Infraestructura,7,7,R|Java,7,3.5,2108835.0,1.6093832751475614,0
45,Hombre,Técnico,Desarrollo,15,4,Java|Python|SQL|React,18,4.0,2431464.0000000005,2.015741625377824,1
33,Hombre,Universitario,Desarrollo,8,4,React|Docker,20,5.1,2996280.0,3.4723408684618264,1
32,Mujer,Técnico,Soporte,10,10,AWS|React,15,4.6,1702418.4,1.988215934038188,1
28,Hombre,Universitario,Infraestructura,7,0,JavaScript|Python|Docker|Java,25,5.2,2905875.0,3.3455060509473697,1
36,Hombre,Técnico,Desarrollo,9,2,Node.js|R|C++,21,4.1,2048884.7999999998,1.8984466345764475,1
25,Hombre,Magister,Ciberseguridad,7,2,Node.js|R|React|SQL,22,5.5,3670369.2,3.6941831443908755,1
35,Mujer,Técnico,Soporte,9,8,JavaScript,2,2.4,1004067.696,1.0380556833870291,0
38,Hombre,Magister,Desarrollo,10,0,Python,1,1.0,1228770.0,1.1444912874118742,0
41,Hombre,Universitario,Infraestructura,14,10,C++|Docker|AWS,28,7.8,5227500.000000001,5.07983899908931,1
29,Hombre,Técnico,Análisis de Datos,11,5,Python,6,2.5,1494696.0000000002,1.4692999194163867,0
35,Hombre,Universitario,Desarrollo,12,10,Kubernetes|React|R,22,6.7,4329600.0,4.187465763557518,1
37,Hombre,Técnico,Soporte,12,10,R|Angular|AWS,14,4.4,2424576.0,1.9616127492013187,1
37,Hombre,Doctorado,Ciberseguridad,17,2,Kubernetes|Python,9,3.2,3951481.6000000006,3.3365285927691923,1
27,Mujer,Universitario,Ciberseguridad,7,6,SQL|Java,4,2.8,1284894.9,1.4582139165889274,0
23,Hombre,Técnico,Desarrollo,5,5,AWS|Docker|Java|JavaScript,35,6.5,2632200.0,4.4188783321667,1
33,Mujer,Técnico,Desarrollo,9,5,Node.js|Kubernetes|R,13,3.5,1312370.64,1.8211958199431793,1
